age,age_group,gender,item_purchased,category,purchase_amount_(usd),location,colour,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
46,Gen X Late,Male,Jeans,Clothing,47,Iowa,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly
59,Pre-Retirement,Male,Shirt,Clothing,38,Louisiana,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually
37,Gen X Early,Male,Backpack,Accessories,50,Kentucky,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly
49,Gen X Late,Male,Jacket,Outerwear,79,Massachusetts,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
22,Gen Z,Male,Scarf,Accessories,91,Virginia,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Bi-Weekly
64,Pre-Retirement,Male,Boots,Footwear,60,New Hampshire,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
42,Gen X Early,Male,Blouse,Clothing,81,New Hampshire,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
37,Gen X Early,Male,Hoodie,Clothing,90,Oregon,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
26,Millennials,Male,Jacket,Outerwear,70,South Dakota,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly
33,Millennials,Male,Jeans,Clothing,63,Delaware,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly
30,Millennials,Male,Jewelry,Accessories,29,Missouri,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly
21,Gen Z,Male,Socks,Clothing,90,Alaska,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months
22,Gen Z,Male,Shirt,Clothing,22,Florida,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually
63,Pre-Retirement,Male,Shorts,Clothing,22,Mississippi,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
33,Millennials,Male,Jewelry,Accessories,62,New Mexico,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly
43,Gen X Early,Male,Blouse,Clothing,57,California,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
27,Millennials,Male,Sweater,Clothing,32,Wyoming,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
35,Gen X Early,Male,Jewelry,Accessories,53,Missouri,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PayPal,Monthly
37,Gen X Early,Male,T-shirt,Clothing,79,New Hampshire,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
61,Pre-Retirement,Male,Hat,Accessories,61,Texas,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Bi-Weekly
32,Millennials,Male,Shorts,Clothing,78,North Dakota,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months
62,Pre-Retirement,Male,Sweater,Clothing,97,Arkansas,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months
29,Millennials,Male,Jeans,Clothing,78,Nebraska,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
41,Gen X Early,Male,Sunglasses,Accessories,56,Minnesota,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months
48,Gen X Late,Male,Boots,Footwear,25,Massachusetts,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,Venmo,Bi-Weekly
43,Gen X Early,Male,Coat,Outerwear,28,Arkansas,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Bi-Weekly
34,Millennials,Male,Shirt,Clothing,57,New Hampshire,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
45,Gen X Late,Male,Dress,Clothing,36,Rhode Island,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
65,Seniors,Male,Shirt,Clothing,69,New Jersey,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
61,Pre-Retirement,Male,Sunglasses,Accessories,48,Montana,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
18,Gen Z,Male,Dress,Clothing,58,Colorado,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
47,Gen X Late,Male,Sunglasses,Accessories,24,Nebraska,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Annually
56,Pre-Retirement,Male,Sunglasses,Accessories,31,Minnesota,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly
64,Pre-Retirement,Male,Shorts,Clothing,29,Minnesota,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
26,Millennials,Male,Jeans,Clothing,69,South Dakota,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Bi-Weekly
22,Gen Z,Male,T-shirt,Clothing,79,West Virginia,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
64,Pre-Retirement,Male,Pants,Clothing,39,Nevada,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly
21,Gen Z,Male,Sunglasses,Accessories,84,North Carolina,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly
67,Seniors,Male,Boots,Footwear,66,Illinois,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly
46,Gen X Late,Male,T-shirt,Clothing,92,Michigan,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4,Venmo,Monthly
40,Gen X Early,Male,Sandals,Footwear,45,Michigan,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually
51,Gen X Late,Male,Shorts,Clothing,74,Oklahoma,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly
35,Gen X Early,Male,Hat,Accessories,39,South Dakota,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
56,Pre-Retirement,Male,Scarf,Accessories,71,Oklahoma,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly
25,Millennials,Male,T-shirt,Clothing,95,Maryland,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually
65,Seniors,Male,Gloves,Accessories,72,Ohio,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly
39,Gen X Early,Male,Scarf,Accessories,85,Ohio,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months
47,Gen X Late,Male,Boots,Footwear,54,Massachusetts,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly
36,Gen X Early,Male,Gloves,Accessories,41,North Carolina,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly
66,Seniors,Male,Coat,Outerwear,24,Florida,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly
62,Pre-Retirement,Male,Belt,Accessories,99,Montana,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Bi-Weekly
41,Gen X Early,Male,Hoodie,Clothing,32,Minnesota,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly
66,Seniors,Male,Shoes,Footwear,71,Massachusetts,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months
51,Gen X Late,Male,Dress,Clothing,49,Rhode Island,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Bi-Weekly
33,Millennials,Male,Gloves,Accessories,50,Minnesota,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually
57,Pre-Retirement,Male,Jewelry,Accessories,91,Nevada,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly
45,Gen X Late,Male,Belt,Accessories,46,New Mexico,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Bi-Weekly
61,Pre-Retirement,Male,Sweater,Clothing,50,North Carolina,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
55,Pre-Retirement,Male,Skirt,Clothing,39,Virginia,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
54,Gen X Late,Male,Sneakers,Footwear,99,Alaska,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly
57,Pre-Retirement,Male,Gloves,Accessories,48,Nevada,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly
27,Millennials,Male,Coat,Outerwear,77,Pennsylvania,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually
64,Pre-Retirement,Male,Backpack,Accessories,95,Illinois,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly
52,Gen X Late,Male,Socks,Clothing,100,Delaware,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
19,Gen Z,Male,Sneakers,Footwear,54,Vermont,Gray,Spring,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually
22,Gen Z,Male,Sweater,Clothing,68,Hawaii,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Bi-Weekly
18,Gen Z,Male,Jeans,Clothing,22,Illinois,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly
29,Millennials,Male,Hat,Accessories,84,California,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly
42,Gen X Early,Male,Hat,Accessories,46,Nevada,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly
49,Gen X Late,Male,Handbag,Accessories,53,Kentucky,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
49,Gen X Late,Male,Shirt,Clothing,60,Alabama,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8,Venmo,Every 3 Months
55,Pre-Retirement,Male,Socks,Clothing,32,Wyoming,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly
29,Millennials,Male,Socks,Clothing,50,Massachusetts,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually
60,Pre-Retirement,Male,Dress,Clothing,94,Utah,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash,Annually
34,Millennials,Male,Shoes,Footwear,26,New York,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly
30,Millennials,Male,Scarf,Accessories,44,Vermont,Indigo,Winter,3.0,Yes,Store Pickup,Yes,Yes,12,Credit Card,Bi-Weekly
28,Millennials,Male,Hoodie,Clothing,57,Hawaii,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly
63,Pre-Retirement,Male,T-shirt,Clothing,65,Louisiana,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Bi-Weekly
31,Millennials,Male,Jeans,Clothing,72,Alabama,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months
46,Gen X Late,Male,Shorts,Clothing,62,Louisiana,Purple,Spring,4.0,Yes,Next Day Air,Yes,Yes,37,PayPal,Bi-Weekly
70,Seniors,Male,Hat,Accessories,21,Indiana,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
53,Gen X Late,Male,Handbag,Accessories,85,Michigan,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly
50,Gen X Late,Male,Pants,Clothing,51,Rhode Island,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
33,Millennials,Male,Handbag,Accessories,84,Idaho,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
22,Gen Z,Male,Sweater,Clothing,37,Louisiana,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
50,Gen X Late,Male,Scarf,Accessories,44,North Carolina,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Bi-Weekly
34,Millennials,Male,Sneakers,Footwear,45,New Jersey,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly
24,Gen Z,Male,Pants,Clothing,35,Alabama,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly
69,Seniors,Male,Backpack,Accessories,50,Kentucky,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Bi-Weekly
39,Gen X Early,Male,Sandals,Footwear,26,New York,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually
42,Gen X Early,Male,Socks,Clothing,78,Arizona,Black,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually
42,Gen X Early,Male,Coat,Outerwear,82,Maryland,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
29,Millennials,Male,Socks,Clothing,39,Alaska,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months
55,Pre-Retirement,Male,Belt,Accessories,55,Nevada,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually
32,Millennials,Male,Socks,Clothing,20,Utah,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
25,Millennials,Male,Belt,Accessories,29,New Mexico,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Bi-Weekly
38,Gen X Early,Male,Pants,Clothing,41,Delaware,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
32,Millennials,Male,Shorts,Clothing,38,Connecticut,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months
43,Gen X Early,Male,Boots,Footwear,47,Mississippi,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly
41,Gen X Early,Male,Dress,Clothing,30,Connecticut,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly
56,Pre-Retirement,Male,Jeans,Clothing,56,Florida,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly
27,Millennials,Male,T-shirt,Clothing,89,New York,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly
46,Gen X Late,Male,Shoes,Footwear,96,Wisconsin,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
48,Gen X Late,Male,Boots,Footwear,81,South Carolina,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
52,Gen X Late,Male,Scarf,Accessories,83,South Dakota,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly
18,Gen Z,Male,Sneakers,Footwear,35,Illinois,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly
64,Pre-Retirement,Male,Boots,Footwear,56,Alaska,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly
54,Gen X Late,Male,Handbag,Accessories,45,Montana,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually
31,Millennials,Male,Shirt,Clothing,62,Minnesota,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly
30,Millennials,Male,Hat,Accessories,84,West Virginia,Teal,Spring,3.0,Yes,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly
26,Millennials,Male,Sweater,Clothing,24,Illinois,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly
25,Millennials,Male,Handbag,Accessories,21,Nevada,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Bi-Weekly
59,Pre-Retirement,Male,Shirt,Clothing,91,Idaho,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly
55,Pre-Retirement,Male,Sunglasses,Accessories,36,Colorado,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
56,Pre-Retirement,Male,Sneakers,Footwear,39,Louisiana,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly
62,Pre-Retirement,Male,Hoodie,Clothing,39,Vermont,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
35,Gen X Early,Male,Shirt,Clothing,59,Mississippi,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually
51,Gen X Late,Male,Sunglasses,Accessories,27,Georgia,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
61,Pre-Retirement,Male,Blouse,Clothing,94,Georgia,White,Spring,3.0,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly
27,Millennials,Male,Belt,Accessories,94,Nebraska,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly
54,Gen X Late,Male,Dress,Clothing,94,Massachusetts,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly
31,Millennials,Male,Shoes,Footwear,51,Colorado,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Bi-Weekly
24,Gen Z,Male,Socks,Clothing,62,Nevada,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly
42,Gen X Early,Male,Socks,Clothing,57,Idaho,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Bi-Weekly
41,Gen X Early,Male,Shorts,Clothing,76,Wyoming,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card,Annually
66,Seniors,Male,Gloves,Accessories,63,Washington,Red,Summer,4.3,Yes,Express,Yes,Yes,47,Cash,Every 3 Months
58,Pre-Retirement,Male,Jacket,Outerwear,80,California,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
43,Gen X Early,Male,Handbag,Accessories,68,Oklahoma,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Annually
52,Gen X Late,Male,Backpack,Accessories,89,Nevada,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18,Credit Card,Weekly
35,Gen X Early,Male,Boots,Footwear,26,Maryland,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,Weekly
23,Gen Z,Male,Gloves,Accessories,90,West Virginia,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly
25,Millennials,Male,Hoodie,Clothing,28,Illinois,Brown,Spring,4.9,Yes,Express,Yes,Yes,33,Cash,Every 3 Months
33,Millennials,Male,Coat,Outerwear,29,Kentucky,Gray,Spring,4.3,Yes,Express,Yes,Yes,49,Credit Card,Annually
48,Gen X Late,Male,Shirt,Clothing,31,Illinois,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months
42,Gen X Early,Male,Shirt,Clothing,24,Alabama,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
55,Pre-Retirement,Male,Sweater,Clothing,88,Texas,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Bi-Weekly
59,Pre-Retirement,Male,Shirt,Clothing,87,Missouri,Violet,Spring,3.6,Yes,Express,Yes,Yes,25,PayPal,Weekly
65,Seniors,Male,Hoodie,Clothing,80,Pennsylvania,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly
59,Pre-Retirement,Male,Sandals,Footwear,48,Missouri,Purple,Winter,4.4,Yes,Express,Yes,Yes,44,Venmo,Bi-Weekly
31,Millennials,Male,Belt,Accessories,21,Michigan,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30,Venmo,Monthly
49,Gen X Late,Male,Boots,Footwear,72,Kentucky,Pink,Spring,3.7,Yes,Express,Yes,Yes,42,Debit Card,Quarterly
53,Gen X Late,Male,Hoodie,Clothing,44,New Jersey,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30,PayPal,Monthly
48,Gen X Late,Male,Sandals,Footwear,73,Delaware,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
23,Gen Z,Male,Jeans,Clothing,61,Missouri,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24,PayPal,Quarterly
68,Seniors,Male,Shoes,Footwear,20,Connecticut,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,Monthly
35,Gen X Early,Male,Sandals,Footwear,86,Massachusetts,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly
34,Millennials,Male,Dress,Clothing,60,Florida,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
62,Pre-Retirement,Male,Hat,Accessories,43,Delaware,Orange,Winter,4.0,Yes,Free Shipping,Yes,Yes,35,Cash,Monthly
21,Gen Z,Male,Pants,Clothing,44,California,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22,Venmo,Monthly
70,Seniors,Male,Socks,Clothing,76,Oregon,Gold,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly
55,Pre-Retirement,Male,Shirt,Clothing,33,Alaska,Gold,Summer,3.5,Yes,Express,Yes,Yes,47,Debit Card,Bi-Weekly
43,Gen X Early,Male,Shorts,Clothing,60,Missouri,Cyan,Fall,3.0,Yes,Standard,Yes,Yes,50,Debit Card,Every 3 Months
19,Gen Z,Male,Jacket,Outerwear,26,Oklahoma,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly
47,Gen X Late,Male,Hoodie,Clothing,73,Wisconsin,Teal,Winter,4.0,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly
26,Millennials,Male,Shoes,Footwear,87,South Carolina,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,Monthly
46,Gen X Late,Male,Skirt,Clothing,100,Virginia,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months
19,Gen Z,Male,Coat,Outerwear,84,Arkansas,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13,PayPal,Bi-Weekly
49,Gen X Late,Male,Sneakers,Footwear,41,Vermont,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42,PayPal,Bi-Weekly
51,Gen X Late,Male,Jeans,Clothing,59,Kentucky,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually
64,Pre-Retirement,Male,Blouse,Clothing,26,Colorado,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually
67,Seniors,Male,Sunglasses,Accessories,69,New Mexico,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly
37,Gen X Early,Male,Jacket,Outerwear,20,Colorado,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Bi-Weekly
40,Gen X Early,Male,Dress,Clothing,83,North Carolina,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months
38,Gen X Early,Male,Hat,Accessories,54,New Hampshire,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Weekly
66,Seniors,Male,Hoodie,Clothing,66,West Virginia,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly
47,Gen X Late,Male,Handbag,Accessories,42,Hawaii,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly
56,Pre-Retirement,Male,Jeans,Clothing,33,North Dakota,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly
51,Gen X Late,Male,Boots,Footwear,77,Mississippi,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,Quarterly
25,Millennials,Male,Jacket,Outerwear,65,Maine,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months
37,Gen X Early,Male,Sandals,Footwear,39,North Dakota,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
41,Gen X Early,Male,Belt,Accessories,51,Nebraska,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly
64,Pre-Retirement,Male,Handbag,Accessories,65,Nebraska,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months
23,Gen Z,Male,Sunglasses,Accessories,89,Tennessee,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,Weekly
62,Pre-Retirement,Male,Skirt,Clothing,76,Wyoming,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,Quarterly
39,Gen X Early,Male,Backpack,Accessories,75,Nevada,Red,Spring,3.1,Yes,Express,Yes,Yes,25,Debit Card,Monthly
52,Gen X Late,Male,Sandals,Footwear,61,South Carolina,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,Annually
50,Gen X Late,Male,Boots,Footwear,35,Virginia,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,Every 3 Months
28,Millennials,Male,Sneakers,Footwear,37,Pennsylvania,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly
67,Seniors,Male,Skirt,Clothing,91,Hawaii,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly
41,Gen X Early,Male,Dress,Clothing,99,Ohio,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months
19,Gen Z,Male,Shorts,Clothing,54,Utah,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Monthly
70,Seniors,Male,Handbag,Accessories,47,Minnesota,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Bi-Weekly
49,Gen X Late,Male,Scarf,Accessories,77,New Hampshire,Gold,Spring,3.6,Yes,Express,Yes,Yes,44,Cash,Annually
59,Pre-Retirement,Male,Belt,Accessories,84,Arizona,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly
52,Gen X Late,Male,Gloves,Accessories,51,New York,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly
20,Gen Z,Male,Skirt,Clothing,26,Pennsylvania,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months
31,Millennials,Male,Shorts,Clothing,64,New Mexico,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Monthly
33,Millennials,Male,Backpack,Accessories,51,Nebraska,Red,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,Monthly
